	x	y	z	pitch	roll	yaw
	 0.0000000e+00	-1.5003874e-14	 0.0000000e+00	 3.0814879e-33	-1.0691059e-50	-3.4694470e-18
	 2.3538788e-03	-3.0064801e-02	 1.9787432e-02	 2.1019442e-05	 4.9970973e-05	-2.0100458e-05
	 2.4119227e-03	-2.6064094e-02	 3.6818842e-02	-3.7619320e-05	 1.2634084e-04	-2.3212014e-04
	-1.9780177e-02	 2.4616621e-02	 6.9276301e-02	-3.6593996e-04	 2.6885242e-04	-3.8570603e-04
	-4.7137595e-04	-5.7126782e-02	 5.0111928e-02	 8.3542655e-05	 5.2836923e-05	-2.7764143e-04
	-2.8202057e-02	 7.1398503e-03	 9.0591234e-02	-5.7268899e-04	 1.5925749e-04	-5.7079962e-04
	-2.5319793e-02	-4.3013390e-02	 9.0151907e-02	-9.4373463e-05	 2.0673922e-04	-5.0736625e-04
	-2.2162010e-02	-4.6809317e-02	 9.9046720e-02	-4.7035728e-04	 3.4218368e-04	-5.0215232e-04
	-2.5395732e-02	 7.8681282e-03	 1.0137880e-01	-5.5362529e-04	 3.0354376e-04	-3.5718985e-04
	-6.0775829e-03	-8.9468299e-02	 7.8783583e-02	-2.0713789e-04	 3.4481208e-04	-2.0164181e-04
	-2.6796290e-02	-1.6202462e-02	 1.1018553e-01	-4.8963674e-04	 5.3214094e-04	-3.5530725e-04
	-6.0813198e-03	-3.8848848e-02	 1.0866808e-01	-3.9872759e-04	 4.0265207e-04	-2.0297619e-04
	 2.6820289e-03	-3.0311113e-02	 2.0768319e-01	-8.9320373e-04	 4.8920442e-04	-3.2734958e-04
	-2.5798945e-02	 8.9403846e-04	 2.7547841e-01	-5.3026661e-04	 6.2063915e-04	-4.1293408e-04
	 1.0834154e-02	-7.8908200e-02	 4.3798010e-01	-1.1998000e-03	 7.2018407e-04	-2.7911750e-04
	-3.7723944e-03	-6.6421791e-02	 4.9309291e-01	-1.5918875e-03	 9.9114786e-04	-5.3787719e-04
	 1.1883560e-02	-3.4492265e-02	 5.3143738e-01	-1.8949485e-03	 1.1613077e-03	-1.3193739e-04
	 5.0275236e-03	-8.7567810e-02	 6.0173714e-01	-2.2429728e-03	 1.5141659e-03	-3.8794085e-04
	 1.9435981e-03	-2.9790492e-02	 6.1401719e-01	-2.7878122e-03	 1.6363792e-03	-3.8883186e-04
	 1.8136613e-02	-7.6005406e-02	 6.0989890e-01	-2.5663203e-03	 1.6071293e-03	-2.2775134e-04
	 5.2037106e-03	-1.0351098e-01	 5.9682049e-01	-2.6741693e-03	 1.5637580e-03	-5.5117084e-04
	-2.5283695e-02	-5.3193900e-02	 6.8825339e-01	-3.0217605e-03	 1.8299360e-03	-5.1248590e-04
	-1.3921297e-02	-1.0886480e-01	 6.9314234e-01	-3.3848012e-03	 1.6684333e-03	-5.8873630e-04
	-4.7108184e-02	-1.7718320e-02	 7.6000462e-01	-4.1303596e-03	 2.0054322e-03	-5.6900843e-04
	-7.5890922e-02	-8.8786646e-02	 7.6517397e-01	-4.1492725e-03	 1.7567656e-03	-9.2930475e-04
	-7.5980785e-02	-5.6250163e-02	 7.9585491e-01	-4.6459438e-03	 1.9745601e-03	-9.8894330e-04
	-6.4929087e-02	-1.0223904e-01	 7.8776200e-01	-4.1267669e-03	 1.3839606e-03	-9.9700025e-04
	-3.8365975e-02	-8.6853742e-02	 7.7808329e-01	-4.1750237e-03	 1.4432481e-03	-9.9738421e-04
	-5.0934253e-02	-4.9453977e-02	 7.9105617e-01	-3.7502801e-03	 1.3510821e-03	-8.8079201e-04
	-1.7722841e-02	-1.0188566e-01	 7.6974005e-01	-4.2114128e-03	 1.3413149e-03	-7.4868233e-04
	-3.1346333e-02	-5.3949634e-03	 7.8229856e-01	-4.3150065e-03	 1.1461443e-03	-6.3193853e-04
	-9.6343294e-03	-4.9467028e-02	 7.8331925e-01	-4.5735146e-03	 9.1626789e-04	-5.9530658e-04
	-1.4194832e-02	-7.7119534e-03	 8.7381859e-01	-5.1155868e-03	 1.3104097e-03	-7.0108878e-04
	 8.2145202e-04	 4.7624507e-03	 8.8874905e-01	-5.0066976e-03	 1.4701114e-03	-4.7507345e-04
	-1.0118168e-04	 1.1258099e-02	 8.9012659e-01	-5.3128748e-03	 1.5108085e-03	-5.8662813e-04
	 1.2872455e-02	 3.1100010e-02	 8.7358893e-01	-5.2141289e-03	 1.7076652e-03	-3.1494111e-04
	-7.6935999e-03	 3.0462862e-02	 8.6994227e-01	-5.1646964e-03	 1.5715339e-03	-7.5386133e-04
	-3.4878257e-03	 4.3199328e-02	 8.9019343e-01	-5.0803989e-03	 1.6355115e-03	-4.7959517e-04
	-7.9042356e-04	-8.7178168e-03	 9.0633418e-01	-5.2702584e-03	 1.7312652e-03	-6.6961720e-04
	-1.2964780e-02	 2.1865424e-02	 9.0850461e-01	-5.1227049e-03	 1.8421975e-03	-5.9817712e-04
	-1.1094529e-02	 1.5527826e-02	 9.4750839e-01	-5.2569162e-03	 1.9890710e-03	-7.9218163e-04
	 8.7882750e-03	 1.1321580e-02	 9.7255398e-01	-5.4992363e-03	 2.1561566e-03	-5.6642630e-04
	 9.3062290e-03	 2.3815065e-02	 9.3721333e-01	-5.8954410e-03	 2.4140116e-03	-5.3235146e-04
	-1.6661623e-02	 5.4590974e-02	 9.0687538e-01	-5.6242179e-03	 2.8066333e-03	-4.3858710e-04
	-3.2976564e-03	 7.3996386e-03	 9.6205890e-01	-6.1794489e-03	 2.7208832e-03	 1.4669023e-05
	-2.7778397e-02	 7.4824193e-02	 9.6769917e-01	-5.0518086e-03	 3.0288810e-03	 9.8040889e-04
	-7.7679077e-03	-1.5973843e-01	 8.6035098e-01	-3.7256169e-03	 2.4878671e-03	 7.0670597e-04
	-1.9126786e-02	-6.9436165e-02	 8.5838944e-01	-3.9659917e-03	 2.3211474e-03	 2.7611637e-04
	-3.5051236e-02	 4.1838815e-03	 8.5595148e-01	-3.6598979e-03	 2.0274873e-03	 2.5932115e-04
	-1.2089429e-02	-6.4343869e-02	 8.5989276e-01	-3.7818481e-03	 1.9239088e-03	 2.2475300e-04
	-3.4930287e-02	-6.5087801e-03	 8.9630780e-01	-3.8633177e-03	 2.1048758e-03	 1.2148087e-05
	-3.5770266e-02	-7.3651062e-02	 9.2555349e-01	-3.8242886e-03	 2.1088768e-03	-7.2428339e-05
	-5.3296872e-02	-2.7003577e-02	 9.7611953e-01	-4.2015923e-03	 1.8551940e-03	-2.1919251e-04
	-4.7718865e-02	-6.7498613e-02	 1.0184489e+00	-4.2037518e-03	 1.7761736e-03	-3.7988277e-04
	-4.8202269e-02	-3.2257663e-02	 1.0104623e+00	-4.3820697e-03	 1.6781009e-03	-5.1065497e-04
	-5.6717769e-02	-4.2984228e-02	 1.0115594e+00	-4.3307100e-03	 1.6931123e-03	-6.1045138e-04
	-3.0526616e-02	-4.6102845e-02	 1.0148075e+00	-4.7475089e-03	 2.0728687e-03	-4.4665872e-04
	-5.3417069e-02	-2.7700891e-03	 1.0112805e+00	-4.4999366e-03	 1.7848695e-03	-5.4450622e-04
	-3.7677386e-02	-4.6934580e-02	 1.0235581e+00	-4.6227509e-03	 1.9714561e-03	-6.7126581e-04
	-4.8642570e-02	 3.1239757e-02	 1.0278238e+00	-5.2318488e-03	 2.0295543e-03	-6.7132930e-04
	-3.4883172e-02	-1.0659486e-02	 1.0121772e+00	-4.8015125e-03	 1.9467310e-03	-5.5540495e-04
	-3.2191433e-02	 1.1693052e-02	 1.0086559e+00	-4.8460181e-03	 1.9366936e-03	-6.2506212e-04
	-5.5278361e-02	 2.0799660e-02	 1.0269818e+00	-5.0185077e-03	 1.7770034e-03	-6.0881280e-04
	-5.8791939e-02	-2.6928703e-02	 9.8865000e-01	-4.8599342e-03	 1.9609734e-03	-6.3801064e-04
	-1.1872554e-01	 3.1814260e-02	 1.0440794e+00	-4.9427969e-03	 1.6645679e-03	-9.3825281e-04
	-9.3079412e-02	-5.9810919e-02	 1.0008937e+00	-4.0775245e-03	 1.2688097e-03	-6.5710831e-04
	-8.6825755e-02	-6.5024150e-02	 1.0296219e+00	-4.1788782e-03	 1.1301470e-03	-7.4529882e-04
	-7.8869731e-02	 1.3713408e-02	 1.0599098e+00	-4.2924618e-03	 1.2081715e-03	-6.7638436e-04
	-5.6997570e-02	-3.6750287e-02	 1.0452183e+00	-4.0848305e-03	 9.5969835e-04	-6.6571584e-04
	-6.2126162e-02	 1.5071353e-02	 1.0772442e+00	-4.5295097e-03	 1.0724787e-03	-7.9040456e-04
	-5.2078311e-02	-4.8843600e-02	 1.0897770e+00	-4.2558554e-03	 1.1016792e-03	-7.1881490e-04
	-5.2229917e-02	-2.1703325e-02	 1.1285396e+00	-4.7317623e-03	 1.1928366e-03	-7.2790616e-04
	-5.1804701e-02	-4.7750611e-02	 1.1423053e+00	-4.6549520e-03	 1.0735974e-03	-7.8630835e-04
	-6.4157510e-02	-2.2955966e-02	 1.1671075e+00	-4.9645222e-03	 1.3141852e-03	-9.2555187e-04
	-7.7256039e-02	-1.0082576e-02	 1.1251925e+00	-4.7331065e-03	 1.0582967e-03	-9.2386298e-04
	-6.5141963e-02	-7.1970216e-02	 1.0826724e+00	-4.1702066e-03	 6.6989740e-04	-1.0382873e-03
	-1.1259031e-01	 2.5775146e-03	 1.0809869e+00	-4.2259940e-03	 7.3370014e-04	-1.3224569e-03
	-1.0176117e-01	-4.8026298e-02	 1.1140166e+00	-4.3881423e-03	 7.1289993e-04	-1.4286886e-03
	-1.0169232e-01	 1.5596583e-04	 1.1231028e+00	-4.5670564e-03	 9.2433011e-04	-1.5122459e-03
	-1.0814650e-01	-2.4217384e-02	 1.1046469e+00	-4.2444963e-03	 7.9079485e-04	-1.5271617e-03
	-1.0154049e-01	-1.2834516e-02	 1.1210393e+00	-4.4659725e-03	 1.0031312e-03	-1.6693541e-03
	-1.2458486e-01	 3.4470218e-02	 1.1421748e+00	-4.6339356e-03	 9.4820366e-04	-1.6048911e-03
	-1.2237136e-01	 2.7796944e-02	 1.1095535e+00	-4.2845809e-03	 8.3291363e-04	-1.3305995e-03
	-1.3002113e-01	 3.3748278e-02	 1.0257249e+00	-3.3088645e-03	 4.5373900e-04	-1.0240708e-03
	-1.0073859e-01	-5.6166008e-02	 9.3447254e-01	-3.8386320e-03	-2.4322420e-04	-1.1404851e-03
	-1.2850104e-01	 6.8480621e-02	 9.9009757e-01	-4.0030903e-03	-2.0552690e-04	-1.3381090e-03
	-1.2730255e-01	-5.8485115e-03	 9.6558775e-01	-3.7616129e-03	-1.8366041e-04	-1.2473436e-03
	-1.1205901e-01	 1.4257551e-02	 9.7118852e-01	-3.7023861e-03	-2.7147338e-04	-1.1469766e-03
	-1.0103466e-01	 5.7558668e-02	 9.6130445e-01	-3.5479493e-03	 3.7790269e-05	-8.7625009e-04
	-8.6746371e-02	-1.7764987e-02	 9.8271923e-01	-3.6487326e-03	-1.0538890e-04	-9.2451982e-04
	-8.9660943e-02	 3.9624223e-02	 1.0600102e+00	-4.2640617e-03	 1.1155542e-04	-9.6222329e-04
	-9.5274420e-02	-1.2539829e-02	 1.0599831e+00	-3.9361797e-03	-1.0775161e-04	-1.1734445e-03
	-1.2177714e-01	 1.3432259e-02	 1.1319214e+00	-4.2486920e-03	 1.5388732e-04	-1.4045376e-03
	-1.2612881e-01	 8.5191877e-03	 1.1132029e+00	-4.2613285e-03	 3.3328426e-04	-1.4557361e-03
	-1.0542320e-01	-4.5128016e-03	 1.0931111e+00	-4.3407354e-03	 6.2825935e-04	-1.3877636e-03
	-1.1787146e-01	 3.3882743e-02	 1.0763682e+00	-4.3328153e-03	 9.3195038e-04	-1.4689899e-03
	-7.4735002e-02	-2.5138611e-02	 1.1195332e+00	-4.6847706e-03	 1.0864534e-03	-1.1742931e-03
