	x	y	z	pitch	roll	yaw
	 0.0000000e+00	 0.0000000e+00	-1.4210855e-14	 0.0000000e+00	 0.0000000e+00	 0.0000000e+00
	-9.9291947e-03	 1.0797071e-01	 2.0433342e-01	-4.8573541e-03	-4.1754918e-04	 9.6876445e-05
	-3.6545692e-02	 5.1608766e-02	 1.9942053e-01	-4.6620127e-03	-5.4741573e-04	 9.1995638e-05
	-1.5413504e-02	 1.1502609e-01	 2.5351214e-01	-5.4768351e-03	-3.6997000e-04	 6.3828448e-05
	-2.1549048e-02	 2.0732267e-02	 2.4492510e-01	-5.7404261e-03	-4.4783594e-04	 1.9891374e-04
	-1.7866751e-02	 7.7955740e-02	 3.5531652e-01	-6.2782907e-03	-3.3859825e-04	 1.4995031e-04
	-9.4764123e-03	 2.8769956e-02	 3.6245953e-01	-6.6529391e-03	-2.6312703e-04	 4.8100737e-04
	-6.8181209e-03	 3.3491723e-02	 3.8266397e-01	-6.3895678e-03	-4.3416645e-04	 4.6763463e-04
	 3.8652252e-04	 6.7039308e-02	 3.2657989e-01	-7.0118625e-03	-5.9793569e-04	 7.4177399e-04
	-1.7007704e-03	 8.9161299e-02	 3.6393446e-01	-6.7995499e-03	-7.0581810e-04	 6.5172999e-04
	 7.7712742e-03	 7.7295752e-02	 3.8060423e-01	-7.4640402e-03	-5.7222654e-04	 9.0678167e-04
	-2.7512016e-02	 3.9744915e-02	 4.0721787e-01	-7.2853579e-03	-3.0432161e-04	 3.3862756e-04
	-2.7829518e-02	 9.8307077e-02	 4.2293335e-01	-7.6886082e-03	-4.6149206e-04	 6.2877030e-04
	-2.6387781e-02	 5.9641152e-02	 4.1815760e-01	-7.4768743e-03	-4.4211259e-04	 5.7712120e-04
	-7.6924320e-03	 9.4577712e-02	 4.1691142e-01	-7.8542195e-03	-5.1411325e-04	 6.5530521e-04
	-2.4994437e-03	 7.4551041e-02	 4.1123536e-01	-7.9121677e-03	-6.4292425e-04	 7.3047790e-04
	 1.2204552e-03	 9.5535397e-02	 4.0319594e-01	-8.0069798e-03	-8.0133221e-04	 8.3220861e-04
	 1.5759116e-02	 1.1223212e-01	 4.2675251e-01	-8.6575176e-03	-8.4012483e-04	 1.0649140e-03
	 2.5481613e-02	 8.7734172e-02	 3.8786103e-01	-8.3707578e-03	-1.1217939e-03	 1.2997611e-03
	 3.1522520e-02	 1.1107231e-01	 3.8673726e-01	-8.9168575e-03	-9.6027381e-04	 1.3743633e-03
	 2.2010948e-02	 9.7538920e-02	 3.9260656e-01	-8.7970890e-03	-8.3119726e-04	 1.2233436e-03
	 3.6222905e-02	 9.5132183e-02	 3.9484401e-01	-9.2076637e-03	-9.9098684e-04	 1.4460753e-03
	 3.3385707e-02	 8.3499341e-02	 3.9637495e-01	-8.9734857e-03	-9.1325126e-04	 1.3654139e-03
	 3.0733551e-02	 1.3189192e-01	 4.4398901e-01	-9.8174166e-03	-9.3116103e-04	 1.4374771e-03
	 3.9455875e-02	 1.1435994e-01	 4.4073744e-01	-9.9644326e-03	-9.2220122e-04	 1.4968695e-03
	 5.1433361e-02	 1.5031748e-01	 4.8473496e-01	-1.0155753e-02	-8.0600607e-04	 1.5453474e-03
	 5.6821611e-02	 9.9629430e-02	 4.2204807e-01	-1.0296174e-02	-9.1502946e-04	 1.6444631e-03
	 5.8545224e-02	 1.3464549e-01	 4.9285468e-01	-1.0405754e-02	-7.6091383e-04	 1.5141439e-03
	 4.7001926e-02	 7.2648499e-02	 4.3173997e-01	-1.0021659e-02	-1.0731312e-03	 1.6051204e-03
	 4.5678432e-02	 1.2810763e-01	 5.3590300e-01	-1.0776803e-02	-8.8847861e-04	 1.3620084e-03
	 3.9854200e-02	 8.0428808e-02	 4.4979543e-01	-1.0304584e-02	-9.7149362e-04	 1.5694906e-03
	 4.4246469e-02	 1.1965293e-01	 5.1587191e-01	-1.0809912e-02	-1.0031326e-03	 1.4420599e-03
	 4.6888996e-02	 9.3762276e-02	 4.9146583e-01	-1.0836033e-02	-8.1153561e-04	 1.6974194e-03
	 4.2403068e-02	 1.0153961e-01	 5.1631352e-01	-1.1015217e-02	-8.3027237e-04	 1.7220197e-03
	 6.1284890e-02	 1.4391782e-01	 5.0205632e-01	-1.1596223e-02	-9.6707501e-04	 1.9512591e-03
	 6.9842551e-02	 1.3985264e-01	 5.2866608e-01	-1.1485124e-02	-8.3553619e-04	 2.0791971e-03
	 6.1554861e-02	 1.6503044e-01	 5.1515500e-01	-1.1696052e-02	-9.3250610e-04	 1.9598161e-03
	 6.2489964e-02	 1.3907412e-01	 5.5614694e-01	-1.1895369e-02	-9.0637552e-04	 1.9865195e-03
	 5.8591623e-02	 1.5047040e-01	 5.4001233e-01	-1.2114223e-02	-9.4723032e-04	 2.0605608e-03
	 8.4679580e-02	 1.2005715e-01	 5.9067091e-01	-1.2446414e-02	-9.4987162e-04	 2.2233144e-03
	 6.7917337e-02	 1.4204539e-01	 5.3464244e-01	-1.2489142e-02	-8.5612489e-04	 2.2717483e-03
	 8.2384348e-02	 1.2583172e-01	 6.2668125e-01	-1.3001966e-02	-9.8099651e-04	 2.2951568e-03
	 3.1271055e-02	 1.1906227e-01	 4.5023225e-01	-1.1935847e-02	-9.1809299e-04	 1.7084868e-03
	-1.3249947e-02	 8.4953448e-02	 3.4543046e-01	-1.0627999e-02	-5.9455393e-04	 2.7869119e-04
	-6.7879553e-02	 3.4306381e-02	-8.8004734e-02	-7.7523021e-03	-1.7552859e-03	 1.1114038e-03
	-7.2681639e-02	 1.0881972e-02	-2.8696229e-01	-6.8964580e-03	-4.4275693e-03	 2.2447761e-03
	-5.3931986e-02	 1.8649603e-01	-5.9599910e-01	-1.2472862e-02	-1.6991949e-03	 2.0683831e-03
	 1.1752140e-01	 1.6314354e-01	-2.7533474e-01	-8.3667825e-03	-4.6814597e-03	 3.9158806e-03
	 9.6693664e-02	 1.9330711e-01	 2.5629542e-01	-8.6829279e-03	-4.0539707e-03	 2.8105415e-03
	 5.6667925e-02	 2.3558763e-01	 4.3590210e-02	-1.0058939e-02	-4.1836937e-03	 2.8544549e-03
	 6.6049028e-02	 1.9681186e-01	 1.9384493e-01	-9.4987904e-03	-3.8051745e-03	 2.5424616e-03
	 5.2305094e-02	 2.3204011e-01	 1.1087353e-01	-9.8998353e-03	-3.9932937e-03	 2.6197445e-03
	 8.2376487e-02	 1.8575150e-01	 2.6553069e-01	-1.0061445e-02	-3.3585578e-03	 2.6086558e-03
	 6.8597683e-02	 1.7962041e-01	 2.3886303e-01	-1.0781801e-02	-3.3981867e-03	 2.8436814e-03
	 8.3022750e-02	 1.9264091e-01	 3.3683149e-01	-1.1504865e-02	-3.1701817e-03	 3.0349633e-03
	 7.4122767e-02	 1.9602073e-01	 2.7091834e-01	-1.2050250e-02	-3.2851958e-03	 3.1456514e-03
	 7.4717696e-02	 2.2663302e-01	 3.2096351e-01	-1.2436371e-02	-3.1174958e-03	 3.0356218e-03
	 6.0114682e-02	 2.0523989e-01	 2.4043444e-01	-1.2246742e-02	-3.2594817e-03	 3.0535442e-03
	 4.2103918e-02	 2.6969793e-01	 3.2683283e-01	-1.3226791e-02	-3.0858846e-03	 2.8005834e-03
	 4.0718190e-02	 2.0512222e-01	 2.0359596e-01	-1.2957019e-02	-3.3449204e-03	 3.0773593e-03
	 2.2476889e-02	 2.9057065e-01	 2.5512159e-01	-1.4067417e-02	-3.0823111e-03	 2.8562519e-03
	 2.6278172e-02	 2.5941575e-01	 2.1570019e-01	-1.3610102e-02	-3.3944525e-03	 2.7385314e-03
	-9.1781657e-03	 1.9806423e-01	 1.3684903e-01	-1.1133608e-02	-2.9280123e-03	 1.7725229e-03
	-4.0700767e-02	 2.3778875e-01	 1.8989132e-01	-1.1133982e-02	-2.3725108e-03	 1.2032532e-03
	-3.7796648e-03	 1.4260279e-01	 2.3748695e-01	-1.0376490e-02	-2.1310489e-03	 1.4071640e-03
	-1.0565543e-03	 1.9511233e-01	 2.0729687e-01	-1.0648474e-02	-2.5274021e-03	 1.7159959e-03
	 1.6181729e-02	 1.7342378e-01	 2.0902817e-01	-1.1097640e-02	-2.4130374e-03	 2.0842936e-03
	 1.3417200e-02	 2.1603183e-01	 2.3088426e-01	-1.1341436e-02	-2.5785473e-03	 1.9234971e-03
	 1.1594188e-02	 1.9684058e-01	 2.3861418e-01	-1.1399637e-02	-2.1902768e-03	 1.9115753e-03
	 1.2971601e-02	 1.8359053e-01	 2.6908306e-01	-1.1589178e-02	-2.2926823e-03	 1.9351000e-03
	 1.7783646e-02	 1.9234831e-01	 2.8578133e-01	-1.1747275e-02	-2.1298206e-03	 2.0127050e-03
	 8.4348056e-03	 1.3302253e-01	 2.8682935e-01	-1.1703591e-02	-2.1842866e-03	 1.9526030e-03
	 1.6928414e-02	 1.8576224e-01	 3.3003439e-01	-1.1956013e-02	-1.9199890e-03	 2.0810530e-03
	 3.2901276e-02	 1.6362512e-01	 3.0682943e-01	-1.2395197e-02	-2.2128013e-03	 2.1925446e-03
	 2.3670694e-02	 1.8039945e-01	 3.4252816e-01	-1.2414026e-02	-2.0054136e-03	 2.0490037e-03
	 2.5476723e-02	 1.9357170e-01	 3.3444673e-01	-1.2897773e-02	-2.2485364e-03	 2.2249575e-03
	 2.5818760e-02	 1.8847315e-01	 3.5532367e-01	-1.2842232e-02	-2.1369436e-03	 2.2620727e-03
	 2.4716775e-02	 1.8043040e-01	 3.4080914e-01	-1.3265713e-02	-2.3806365e-03	 2.3227616e-03
	 3.2371434e-02	 1.8744197e-01	 3.6457894e-01	-1.3116329e-02	-2.1654267e-03	 2.4299832e-03
	 4.0565483e-02	 1.9380844e-01	 3.4908609e-01	-1.3759716e-02	-2.5034570e-03	 2.6723730e-03
	 5.1011479e-02	 2.0344935e-01	 3.7658625e-01	-1.3636839e-02	-2.1302146e-03	 2.7001174e-03
	 4.1636351e-02	 1.7742856e-01	 3.4925012e-01	-1.3971387e-02	-2.5762762e-03	 2.7266522e-03
	 2.6756076e-02	 2.4722969e-01	 4.3364259e-01	-1.3812334e-02	-1.8848376e-03	 2.0664016e-03
	 6.2680454e-02	 1.1451640e-01	 2.2034264e-01	-1.3229070e-02	-3.0454529e-03	 3.0371451e-03
	-1.2262382e-01	 1.2801891e-01	-1.2074953e-01	-1.2769072e-02	-3.2942063e-03	 1.1282962e-03
	-1.2087859e-01	 8.0741162e-02	-2.3000911e-01	-8.6647590e-03	-2.4981777e-03	 2.1039559e-03
	 1.7697529e-02	 1.5297142e-01	-1.7265630e-02	-9.9990842e-03	-4.9163140e-03	 2.3420571e-03
	-7.4241857e-02	 2.2213356e-01	 7.9178739e-02	-8.8408705e-03	-1.6632214e-03	 2.9252440e-04
	-2.6497866e-02	 9.6800631e-02	 9.7136514e-02	-9.4836593e-03	-3.0424429e-03	 1.7488259e-03
	-1.1235632e-01	 1.3425764e-01	 1.0698789e-01	-9.8805235e-03	-2.7522973e-03	 8.7636674e-04
	-7.8076544e-02	 1.5401355e-01	 2.0619077e-01	-1.1008629e-02	-3.1219905e-03	 1.2050591e-03
	-8.7346621e-02	 1.3163164e-01	 2.0637372e-01	-1.0591525e-02	-2.6797457e-03	 1.1514565e-03
	-7.8791495e-02	 1.5564853e-01	 2.7938104e-01	-1.1187481e-02	-2.6935377e-03	 1.1590483e-03
	-1.0409479e-01	 1.2272622e-01	 2.6892703e-01	-1.1575228e-02	-2.4385312e-03	 1.1660149e-03
	-9.2683243e-02	 1.3660334e-01	 2.5875190e-01	-1.2158873e-02	-2.8227876e-03	 1.5365008e-03
	-1.2446866e-01	 1.7123215e-01	 2.4425844e-01	-1.2630849e-02	-2.8078128e-03	 1.2695836e-03
	-1.0969559e-01	 1.5350267e-01	 2.1772675e-01	-1.2723640e-02	-3.1024141e-03	 1.5950024e-03
	-1.2887011e-01	 2.0131074e-01	 2.4614526e-01	-1.3495713e-02	-2.9391693e-03	 1.4335698e-03
	-9.6409876e-02	 1.6350041e-01	 2.3795552e-01	-1.3428843e-02	-3.0151157e-03	 1.8269253e-03
	-1.4769983e-01	 2.0301316e-01	 2.3197931e-01	-1.4091320e-02	-3.0342756e-03	 1.3268093e-03
	-1.3203158e-01	 1.7928407e-01	 2.1252450e-01	-1.3866859e-02	-3.2374060e-03	 1.8705689e-03
	-1.7404506e-01	 2.1522972e-01	 2.1556506e-01	-1.4095175e-02	-2.8176793e-03	 1.3171276e-03
	-1.7950216e-01	 1.3434902e-01	 2.4840594e-01	-1.1663073e-02	-2.9031167e-03	 4.7602037e-04
	-1.5492382e-01	 1.5402981e-01	 2.5977351e-01	-1.1758880e-02	-2.7873219e-03	 2.3529386e-04
	-2.5382256e-01	 1.1739407e-01	 2.3240121e-01	-1.1219566e-02	-3.1025490e-03	-6.7657901e-04
	-1.8961250e-01	 1.6537133e-01	 2.4336111e-01	-1.1378953e-02	-3.0161356e-03	-1.5232599e-04
	-1.9033901e-01	 1.1692213e-01	 2.2655370e-01	-1.1537215e-02	-3.0990709e-03	-1.3065084e-04
	-1.7248581e-01	 1.7686976e-01	 2.6839911e-01	-1.1875742e-02	-3.1559641e-03	-5.4397912e-05
	-1.7255381e-01	 9.3141011e-02	 2.3887165e-01	-1.1487791e-02	-3.0718749e-03	-4.4423397e-05
	-1.7675949e-01	 1.5669551e-01	 2.7097722e-01	-1.1677186e-02	-3.0904337e-03	 2.5649805e-06
	-1.9759462e-01	 1.0162618e-01	 2.1889407e-01	-1.1725703e-02	-3.3528929e-03	-1.7310072e-04
	-1.8934964e-01	 1.4914745e-01	 2.4738602e-01	-1.2181248e-02	-3.2244565e-03	 3.3133502e-07
	-1.5463742e-01	 1.0600830e-01	 2.2601967e-01	-1.1215884e-02	-2.8874855e-03	 5.8712337e-04
	-1.5490395e-01	 6.8147581e-02	 2.1098837e-01	-1.1572237e-02	-2.8985889e-03	 9.4846791e-04
	-1.2410068e-01	 6.8548652e-02	 2.3491916e-01	-1.1889662e-02	-2.9643949e-03	 1.3848956e-03
	-1.3657299e-01	 8.4662007e-02	 2.1531672e-01	-1.2200724e-02	-3.2458798e-03	 1.3926899e-03
	-1.6019440e-01	 9.8072276e-02	 2.8103626e-01	-1.2805929e-02	-3.1050603e-03	 9.2690291e-04
	-2.1645106e-01	 1.0138652e-01	 2.8647456e-01	-1.2614128e-02	-3.3872779e-03	 2.7322071e-04
	-1.9764512e-01	 1.1242368e-01	 3.1294131e-01	-1.2857538e-02	-3.5109700e-03	 7.0097001e-04
	-2.3100022e-01	 1.1494113e-01	 3.3550985e-01	-1.3325670e-02	-3.4329028e-03	 3.3077274e-04
	-2.1746958e-01	 1.3249527e-01	 4.1397097e-01	-1.3647134e-02	-3.1870791e-03	 4.3434953e-04
	-2.4029414e-01	 8.8960247e-02	 3.0750666e-01	-1.3259548e-02	-3.5556520e-03	 2.0168761e-04
	-1.9435752e-01	 1.2626611e-01	 3.3695734e-01	-1.3888932e-02	-3.1901726e-03	 4.7423394e-04
	-1.4911085e-01	 6.1389788e-02	 2.2115600e-01	-1.3270874e-02	-3.1626988e-03	 9.7967834e-04
