	x	y	z	pitch	roll	yaw
	 0.0000000e+00	 0.0000000e+00	 7.1054274e-15	 0.0000000e+00	 0.0000000e+00	 0.0000000e+00
	-3.8634870e-03	 4.0274014e-02	 4.1408233e-02	-1.1726121e-04	-1.3859619e-04	-1.4602084e-04
	-6.9154270e-03	 3.5575009e-03	 4.1777672e-02	 4.1945221e-04	-3.0376378e-06	-1.8437868e-04
	 6.8473502e-04	 4.4050159e-02	 8.6875854e-02	 1.7492410e-04	-1.8872139e-04	-4.5835608e-05
	 8.3797470e-03	-1.4408096e-02	 5.5226845e-02	 8.0723389e-04	-1.6577769e-05	 1.2761153e-04
	 8.5889313e-03	 2.5218377e-02	 8.3884420e-02	 6.0229030e-04	-5.8274165e-05	 1.1270325e-04
	 9.4536962e-03	 3.7720628e-02	 7.3203929e-02	 7.4496794e-04	 2.6774960e-05	 6.7383208e-06
	 2.3243438e-02	 7.5474090e-02	 1.0523212e-01	 2.8334609e-04	-2.7558290e-04	 8.7993867e-05
	 2.1623990e-02	-2.3841777e-03	 7.6025047e-02	 5.1851167e-04	-1.9700604e-04	 1.1936669e-04
	 3.8025213e-02	 2.7826391e-02	 1.1350685e-01	-1.0136342e-04	-2.2083620e-04	 3.4575064e-04
	 3.3277839e-02	 2.4193979e-02	 1.0082620e-01	 5.3915703e-04	-4.8106137e-04	 2.3063521e-04
	 3.0194359e-02	 3.5573867e-03	 9.1093028e-02	 7.6417085e-04	-7.0220515e-04	 2.4618367e-04
	 4.6119302e-02	 5.2970844e-02	 1.0863623e-01	 9.5003315e-04	-6.2946946e-04	 4.0806287e-04
	 5.7433876e-02	 1.0966106e-03	 6.4545832e-02	 1.2107775e-03	-6.3086283e-04	 7.3645584e-04
	 7.9491324e-02	 5.2217071e-02	 5.7043013e-02	 9.3667406e-04	-6.5419872e-04	 1.2835841e-03
	 9.0660016e-02	 3.7663659e-02	 3.4441298e-02	 1.3925275e-03	-9.3292788e-04	 1.4421836e-03
	 8.4045915e-02	-2.1758292e-05	 4.3745709e-02	 1.6188524e-03	-1.0075641e-03	 1.4561288e-03
	 9.1322667e-02	 4.3936060e-02	 7.2235573e-02	 1.2085255e-03	-1.0313641e-03	 1.5059143e-03
