	x	y	z	pitch	roll	yaw
	 0.0000000e+00	 0.0000000e+00	 0.0000000e+00	 0.0000000e+00	 0.0000000e+00	 0.0000000e+00
	-4.5965154e-03	-1.4890538e-02	 4.6867498e-02	 2.8811122e-04	 2.3823593e-04	-1.1161634e-04
	 1.3566911e-02	 4.8543057e-03	 6.6882244e-02	 3.1624231e-04	 4.1429476e-04	 1.4770598e-04
	 2.8595182e-02	 1.5614106e-02	 6.6880254e-02	 8.1884075e-05	 7.9889668e-04	 2.4003070e-04
	 4.0618811e-02	 8.2487902e-03	 7.6787914e-02	-4.7261225e-04	 9.0315635e-04	 5.0442664e-04
	 6.6250699e-02	 5.4512330e-02	 9.0321124e-02	-9.5151395e-04	 1.0818049e-03	 8.6036324e-04
	 6.8231930e-02	 3.7371649e-03	 6.0785304e-02	-1.8200225e-04	 7.1997481e-04	 9.5452740e-04
	 6.0606855e-02	 1.2021906e-02	 7.5754920e-02	-4.9925161e-04	 6.7515327e-04	 9.5400019e-04
	 6.0362242e-02	 2.1214443e-02	 8.4721713e-02	-3.8232839e-04	 4.5354917e-04	 9.6830036e-04
	 6.2630216e-02	-1.3680834e-02	 6.1041177e-02	 4.2816956e-04	 3.8005961e-04	 1.0718047e-03
	 6.2020106e-02	 3.4579674e-02	 8.8480861e-02	 1.6415313e-04	 2.3493175e-04	 1.1661783e-03
	 4.7664215e-02	 1.8683316e-02	 2.8360321e-02	 1.3991123e-03	 2.4311725e-04	 1.0010810e-03
	 5.8063268e-02	-4.4466697e-02	-9.6952824e-02	 2.2294776e-03	 2.0067113e-04	 9.0951140e-04
	 4.5614457e-02	 4.7110444e-02	-6.0662941e-02	 2.7281941e-03	 3.1780967e-04	 7.2708045e-04
	 4.2974650e-02	 3.8284268e-02	-4.4050826e-02	 3.6224605e-03	 3.7097076e-04	 5.5508122e-04
	 5.4622939e-02	 3.2594735e-02	-1.5381179e-02	 2.6427589e-03	 3.8316832e-04	 7.2373357e-04
	 5.9177263e-02	 5.8183720e-02	 1.2318392e-02	 2.3862395e-03	 4.8744408e-04	 8.9798330e-04
	 6.2180462e-02	-6.4295620e-03	-2.2421990e-02	 2.9701413e-03	 4.6123791e-04	 9.4216728e-04
	 4.7667171e-02	 3.9213700e-02	 1.2438846e-02	 2.4954505e-03	 2.4227484e-04	 7.5404611e-04
	 4.8704966e-02	 2.6603767e-02	-2.0009448e-02	 2.7383036e-03	 3.5718737e-04	 9.6531669e-04
	 4.2057782e-02	 1.2949465e-03	-4.1398395e-03	 3.0622935e-03	 2.8328796e-04	 7.3944576e-04
	 8.7428363e-03	 4.9702264e-02	 2.4544603e-02	 3.5203540e-03	-4.2294400e-04	-2.6153720e-04
	 1.2804370e-02	 6.0061307e-02	 1.3138206e-02	 3.8210738e-03	 4.8936316e-04	-2.4817710e-04
	 4.4783907e-02	 2.9545208e-02	 2.7150524e-02	 2.6761729e-03	 8.1513648e-04	 1.6863205e-04
	 4.4506877e-02	 8.8185715e-02	 5.9744067e-02	 1.5169470e-03	 8.4055607e-04	 2.5669839e-04
	 3.0654071e-02	 4.9242218e-02	 7.1487696e-02	 1.7474395e-03	 4.6999557e-04	-1.4816606e-04
	 2.0172155e-02	 5.7046916e-02	 1.0499668e-01	 1.2103851e-03	 3.6172334e-04	-2.9388413e-04
	 3.1201472e-02	 5.6699086e-02	 1.0175173e-01	 1.6046240e-03	 2.0135929e-04	-2.5376415e-04
	 4.6084401e-02	 4.0028263e-02	 1.0976398e-01	 1.1933344e-03	 2.7923594e-04	-1.5856777e-04
	 3.3232788e-02	 4.1835098e-02	 1.3518088e-01	 1.1844280e-03	 1.2553864e-04	-1.9710847e-04
	 3.6048177e-02	 9.2261338e-03	 1.3153023e-01	 1.3932639e-03	 5.1843273e-04	-4.9377502e-05
	 4.6539286e-02	 5.8945143e-02	 1.2415938e-01	 1.6181346e-03	 5.9918607e-04	 2.6434401e-04
	 5.7122063e-02	 6.6183618e-02	 1.1155293e-01	 1.8024547e-03	 7.4649885e-04	 4.3748456e-04
	 7.3071203e-02	 3.3374799e-02	 8.9166179e-02	 2.1385242e-03	 7.5837812e-04	 6.8660572e-04
	 7.4591242e-02	 7.9385687e-02	 9.3641145e-02	 2.1759309e-03	 1.1304639e-03	 6.8997930e-04
	 7.4110584e-02	 9.1817144e-02	 8.7285592e-02	 2.2603905e-03	 1.1648760e-03	 7.4489740e-04
	 7.8376366e-02	 5.6198098e-02	 8.3127592e-02	 2.7301382e-03	 1.0912245e-03	 6.6777234e-04
	 6.8726439e-02	 1.0852911e-01	 9.0205795e-02	 2.4820416e-03	 1.0613423e-03	 6.8467395e-04
	 7.4986475e-02	 8.2087239e-02	 6.7915478e-02	 2.6714321e-03	 1.2135687e-03	 9.6357319e-04
	 6.7659601e-02	 6.1534283e-02	 5.8560834e-02	 2.8774851e-03	 1.1078673e-03	 7.8203744e-04
	 6.6092320e-02	 1.1701344e-01	 7.9944910e-02	 2.7450323e-03	 1.1449310e-03	 7.3099161e-04
	 8.0574740e-02	 1.0532037e-01	 9.6135826e-02	 2.6261734e-03	 1.1039629e-03	 9.1098390e-04
	 7.3008166e-02	 7.7894756e-02	 8.9382743e-02	 2.0432630e-03	 1.1979711e-03	 7.3277569e-04
	 6.1843722e-02	 9.1843236e-02	 8.3196183e-02	 1.6519237e-03	 1.1524099e-03	 5.5474854e-04
	 7.0290977e-02	 5.7555620e-02	 8.1773479e-02	 1.9239695e-03	 1.2264542e-03	 5.4199014e-04
	 5.6890916e-02	 1.2756300e-01	 1.0274489e-01	 1.4738381e-03	 1.2028635e-03	 1.8291255e-04
	 5.3334911e-02	 9.0427709e-02	 1.1052958e-01	 1.5844206e-03	 1.1275241e-03	 2.2968707e-05
	 5.4450776e-02	 7.2659726e-02	 1.4674818e-01	 1.2203152e-03	 1.0484699e-03	 1.4538515e-04
	 6.1015387e-02	 9.4002023e-02	 1.6450032e-01	 1.0387468e-03	 1.0489852e-03	 3.2863520e-04
	 6.1431337e-02	 4.0878480e-02	 1.5662246e-01	 1.4872783e-03	 7.7388189e-04	 3.4445790e-04
	 6.7949197e-02	 7.8943107e-02	 1.7333612e-01	 1.1958768e-03	 9.0837243e-04	 5.0864378e-04
	 7.7227526e-02	 8.5170743e-02	 1.4208305e-01	 1.4908885e-03	 1.1231755e-03	 7.9757805e-04
