	x	y	z	pitch	roll	yaw
	 0.0000000e+00	-1.6626208e-14	 0.0000000e+00	 6.1629758e-33	-1.0691059e-50	-1.7347235e-18
	-1.5211194e-02	 4.6506217e-02	 5.6950056e-02	-5.2539698e-04	-1.0162449e-04	-2.5264948e-04
	 8.8330907e-04	 2.3273967e-02	 4.8659470e-02	-5.4951049e-04	-1.1730990e-04	-7.8802729e-05
	-6.9666120e-03	 1.4278793e-02	 5.9091602e-02	-4.7817351e-04	-2.0639603e-04	-1.3191228e-04
	 1.2495595e-02	 6.3687931e-02	 7.1760594e-02	-8.4704538e-04	-1.5249530e-04	 1.8028375e-04
	 1.0468111e-02	 2.0269153e-02	 7.7936806e-02	-4.3854603e-04	-3.6581569e-04	 7.2795923e-05
	 1.0812367e-02	 3.1361062e-02	 1.1269939e-01	-8.7765923e-04	-4.7323233e-04	-1.4332150e-05
	 2.3674665e-03	 3.9475895e-02	 1.1236887e-01	-4.6923131e-04	-7.3428071e-04	-1.4852665e-04
	 2.1787066e-02	-4.6149844e-03	 9.0904940e-02	-5.3945525e-04	-3.9300903e-04	 1.4462084e-04
	 4.9643166e-02	 4.0590344e-02	 1.3257197e-01	-7.6904866e-04	-3.0911745e-04	 4.5338749e-04
	 4.4842298e-02	 1.1291838e-02	 1.3584218e-01	-4.6163215e-04	-3.9144368e-04	 3.0425803e-04
	 4.1195775e-02	 1.4836627e-02	 1.4741991e-01	-3.6737649e-04	-4.5938434e-04	 4.4037429e-04
	 3.9278149e-02	 4.8826797e-02	 1.5264032e-01	-5.6123762e-04	-6.3956515e-04	 4.7909297e-04
	 5.8006060e-02	 3.7919358e-02	 1.4072617e-01	-3.3629984e-04	-5.7525183e-04	 7.2640630e-04
	 4.9180651e-02	 2.0895930e-02	 1.2976063e-01	-4.0888430e-04	-6.1185523e-04	 5.2242849e-04
	 6.1680131e-02	 5.5079673e-02	 1.6222252e-01	-4.4226245e-04	-7.5519766e-04	 7.2068574e-04
	 5.3740180e-02	 3.9114464e-02	 1.5101063e-01	-2.6963196e-04	-8.2185560e-04	 6.6344100e-04
	 5.9029134e-02	 1.2912543e-02	 1.4700509e-01	-3.8436213e-04	-9.1359202e-04	 8.4908187e-04
	 5.8285879e-02	 5.8875109e-02	 1.7521159e-01	-9.8869798e-04	-1.1871470e-03	 8.1011483e-04
	 6.0162769e-02	 4.9037584e-02	 1.7079172e-01	-8.3750109e-04	-1.0537976e-03	 8.4877166e-04
	 6.0210946e-02	 1.0841050e-02	 1.6306973e-01	-1.0411730e-03	-1.0705330e-03	 8.7085347e-04
	 6.7482111e-02	 3.4451729e-02	 2.1166478e-01	-2.1107392e-03	-1.0224886e-03	 1.0319617e-03
	 5.3566414e-02	 1.0248174e-02	 2.1065464e-01	-1.9300025e-03	-1.0952275e-03	 7.0450628e-04
	 4.7862869e-02	-1.7752866e-02	 2.1145750e-01	-2.0106345e-03	-9.1087015e-04	 5.5158222e-04
	 2.6897288e-02	 1.1340334e-02	 2.4423299e-01	-2.4321551e-03	-9.5616000e-04	 3.2758398e-04
	 3.6239873e-02	 1.7794238e-03	 2.4731795e-01	-2.6176771e-03	-1.0390811e-03	 5.5092943e-04
	 5.1667990e-02	-3.7795307e-02	 2.6707303e-01	-2.5859375e-03	-8.3040897e-04	 6.8306092e-04
	 4.7674791e-02	 2.9292035e-02	 3.2999920e-01	-3.0841254e-03	-7.3255221e-04	 6.0805538e-04
	 4.7402897e-02	-1.2514697e-03	 2.5989420e-01	-2.1079067e-03	-9.7043639e-04	 7.0693100e-04
	 4.8001540e-02	 1.4994853e-02	 2.8094622e-01	-2.4519895e-03	-1.0001099e-03	 7.0567584e-04
	 3.2426893e-02	 7.5940336e-03	 2.8096451e-01	-2.2815657e-03	-1.0323017e-03	 5.2874811e-04
	 5.1844266e-02	 6.7650526e-03	 2.8560482e-01	-2.2336441e-03	-1.0383062e-03	 8.3570556e-04
	 6.4223993e-02	 3.7815593e-02	 3.1781171e-01	-2.5210751e-03	-9.1430538e-04	 1.0451425e-03
	 6.6332081e-02	-8.1689960e-03	 2.9460505e-01	-2.2774584e-03	-1.0576740e-03	 1.0769167e-03
	 7.1316015e-02	 3.9874172e-02	 3.4125565e-01	-2.5522148e-03	-1.1788783e-03	 1.0829715e-03
